snippet,language
      ""text/plain"": [
       ""<matplotlib.figure.Figure at 0x9cda550>""
      ]
     },
     ""metadata"": {},
     ""output_type"": ""display_data""
    }
   ],
   ""source"": [
    ""fig, ((ax1,ax2),(ax3,ax4)) = plt.subplots(2, 2, figsize=(10, 4))\n"",
    ""\n"",
    ""ax1.set_title('Temporal domain', fontsize=14)\n"",
    ""ax1.plot(t, y, 'r', linewidth=2, label = 'raw data')\n"",
    ""ax1.plot(t, y2, 'b', linewidth=2, label = 'filtered @ 5 Hz')\n"",
    ""ax1.set_ylabel('f')\n"",
    ""ax1.legend(frameon=False, fontsize=12)\n"",
    ""\n"",
    ""ax2.set_title('Frequency domain', fontsize=14)\n"",
    ""ax2.plot(freqs[:yfft.size/4], yfft[:yfft.size/4],'r',  lw=2,label='raw data')\n"",
    ""ax2.plot(freqs[:yfft.size/4],y2fft[:yfft.size/4],'b--',lw=2,label='filtered @ 5 Hz')\n"",
    ""ax2.set_ylabel('FFT(f)')\n"",
    ""ax2.legend(frameon=False, fontsize=12)\n"",
    ""\n"",
    ""ax3.plot(t[:-2], ydd, 'r', linewidth=2, label = 'raw')\n"",
    ""ax3.plot(t[:-2], y2dd, 'b', linewidth=2, label = 'filtered @ 5 Hz')\n"",
    ""ax3.set_xlabel('Time [s]'); ax3.set_ylabel(\""f ''\"")\n"",
    ""\n"",
    ""ax4.plot(freqs[:yddfft.size/4], yddfft[:yddfft.size/4], 'r', lw=2, label = 'raw')\n"",
    ""ax4.plot(freqs[:yddfft.size/4],y2ddfft[:yddfft.size/4],'b--',lw=2, label='filtered @ 5 Hz')\n"",
    ""ax4.set_xlabel('Frequency [Hz]'); ax4.set_ylabel(\""FFT(f '')\"")\n"",
    ""plt.show()""
   ]
  },
  {
   ""cell_type"": ""markdown"",
   ""metadata"": {},
   ""source"": [
    ""For more about Scipy, see [http://docs.scipy.org/doc/scipy/reference/tutorial/](http://docs.scipy.org/doc/scipy/reference/tutorial/).""
   ]
  },
  {
   ""cell_type"": ""markdown"",
   ""metadata"": {},
   ""source"": [
    ""## Symbolic mathematics with Sympy\n"",
    ""\n"",
    ""Sympy is a package to perform symbolic mathematics in Python. Let's see some of its features:""
   ]
  },
  {
   ""cell_type"": ""code"",
   ""execution_count"": 19,
   ""metadata"": {
    ""collapsed"": false,
    ""run_control"": {
     ""breakpoint"": false
    }
   },
   ""outputs"": [],
   ""source"": [
    ""from IPython.display import display\n"",
    ""import sympy as sym\n"",
    ""from sympy.interactive import printing\n"",
    ""printing.init_printing()""
   ]
  },
  {
   ""cell_type"": ""markdown"",
   ""metadata"": {},
   ""source"": [
    ""Define some symbols and the create a second-order polynomial function (a.k.a., parabola):""
   ]
  },
  {
   ""cell_type"": ""code"",
   ""execution_count"": 20,
   ""metadata"": {
    ""collapsed"": false,
    ""run_control"": {
     ""breakpoint"": false
    }
   },
   ""outputs"": [
    {
     ""data"": {
      ""image/png"": ""iVBORw0KGgoAAAANSUhEUgAAAGkAAAAUBAMAAAB8EA4WAAAAMFBMVEX///8AAAAAAAAAAAAAAAAA\nAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAv3aB7AAAAD3RSTlMAEHarIkSJZt3NVLsy\nme8Q6PJIAAABaklEQVQ4EZ2SP0jDQBjFX2KapjHUowXntELXqji4mUHRRSgOTuK/oQ5S7FZnJzuI\njqJDIzgJQp1FmsnV7qW7oJRW/FNFiNdLE7gzS/oNuff93vculyOAV6UHMlQRFtUaO4swPhzVLOM9\neipZUD6ipwC9N0pKM0dJlYSQ0r53BMRapbhvBzzeDKQn0lBDv3QV+lcwuo6NQDMxA3R44nV5G32f\nGxc3d7721mdgweER6zYL0rePk67b9bW31kh4it724ISpqaWcySeG3SmRsnNru6KXoFcgbcePtNC/\nKfaJSRyaVSH1eEKBStSebgkOa7U6dnBArkVPfaXvQqIecOn8mFbVYaAFEFwyyXF0CIUTJnPEhzw9\nIG8iXgQaNoVPDt3zf91CsWD80sNw5RI0ytBJHnJIymhCtq7kLjJcCC/AqYUtu4Fl3mDdSrE0H/sZ\n7ypl3qxAp6dOZ1N7gsHGaq7bl2YzuQofQqzdKuAPwv5Qyfp+KZkAAAAASUVORK5CYII=\n"",
      ""text/latex"": [
       ""$$x^{2} - 2 x - 3$$""
      ],
      ""text/plain"": [
       "" 2          \n"",
       ""x  - 2⋅x - 3""
      ]
     },
     ""execution_count"": 20,
     ""metadata"": {},
     ""output_type"": ""execute_result""
    }
   ],
   ""source"": [
    ""x, y = sym.symbols('x y')\n"",
    ""y = x**2 - 2*x - 3\n"",
    ""y""
   ]
  },
  {
   ""cell_type"": ""markdown"",
   ""metadata"": {},
   ""source"": [
    ""Plot the parabola at some given range:""
   ]
  },
  {
   ""cell_type"": ""code"",
   ""execution_count"": 21,
   ""metadata"": {
    ""collapsed"": false,
    ""run_control"": {
     ""breakpoint"": false
    }
   },
   ""outputs"": [
    {
     ""data"": {
